,title,link
145,Will Elsevier post my article to PubMed Central?,https://service.elsevier.com/app/answers/detail/a_id/6006/supporthub/publishing/
146,How do I provide you with my VAT/GST/CST registration number?,https://service.elsevier.com/app/answers/detail/a_id/221/supporthub/publishing/
147,How do I withdraw a submission from EVISE?,https://service.elsevier.com/app/answers/detail/a_id/27778/supporthub/publishing/
148,Editor Guide to CrossCheck plagiarism reports,https://service.elsevier.com/app/answers/detail/a_id/27736/supporthub/publishing/
149,How do I complete the payment details page of the Rights and Access form when ordering Gold Open Access?,https://service.elsevier.com/app/answers/detail/a_id/28959/supporthub/publishing/
150,EVISE Author Introduction,https://service.elsevier.com/app/answers/detail/a_id/16476/supporthub/publishing/
151,Tutorial text: Proof Central quick walk-through,https://service.elsevier.com/app/answers/detail/a_id/29305/supporthub/publishing/
152,How can I access comments from the Editor and reviewers in EES?,https://service.elsevier.com/app/answers/detail/a_id/6012/supporthub/publishing/
153,Why am I seeing a blank page when I try to access EVISE?,https://service.elsevier.com/app/answers/detail/a_id/9931/supporthub/publishing/
154,Can I see other reviewer's comments?,https://service.elsevier.com/app/answers/detail/a_id/5979/supporthub/publishing/
155,How does an Editor view a submission's history?,https://service.elsevier.com/app/answers/detail/a_id/4452/supporthub/publishing/
156,How do I make a decision in EVISE?,https://service.elsevier.com/app/answers/detail/a_id/4078/supporthub/publishing/
157,How does Share Link work?,https://service.elsevier.com/app/answers/detail/a_id/5988/supporthub/publishing/
158,Video Guide: Discussion Forum in Editorial Manager,https://service.elsevier.com/app/answers/detail/a_id/29500/supporthub/publishing/
159,When will my article be made gold open access?,https://service.elsevier.com/app/answers/detail/a_id/6001/supporthub/publishing/
160,How do Editors view and edit Reviewer comments in EVISE?,https://service.elsevier.com/app/answers/detail/a_id/11947/supporthub/publishing/
161,What can I do if I'm using JournalFinder and cannot see the journals displayed on the screen,https://service.elsevier.com/app/answers/detail/a_id/29194/supporthub/publishing/
162,How can I share my article?,https://service.elsevier.com/app/answers/detail/a_id/5982/supporthub/publishing/
163,How should I cite my article?,https://service.elsevier.com/app/answers/detail/a_id/5986/supporthub/publishing/
164,What should I do when I experience issues with EES in my web browser?,https://service.elsevier.com/app/answers/detail/a_id/6782/supporthub/publishing/
165,How do I complete my submission after it has been transferred from EES to EVISE?,https://service.elsevier.com/app/answers/detail/a_id/15778/supporthub/publishing/
166,How do I send email reminders to Reviewers in EES or Editorial Manager?,https://service.elsevier.com/app/answers/detail/a_id/10703/supporthub/publishing/
167,How do I handle submissions that have been transferred from EES to EVISE?,https://service.elsevier.com/app/answers/detail/a_id/15772/supporthub/publishing/
168,How can an Editor search for submissions or people?,https://service.elsevier.com/app/answers/detail/a_id/11967/supporthub/publishing/
169,Why was my article not accepted?,https://service.elsevier.com/app/answers/detail/a_id/5993/supporthub/publishing/
170,What should I do if I have accepted my review task but I can’t complete it?,https://service.elsevier.com/app/answers/detail/a_id/5966/supporthub/publishing/
171,How can I suggest other reviewers when declining an invitation?,https://service.elsevier.com/app/answers/detail/a_id/5969/supporthub/publishing/
172,How do I link my manuscript to ORCID as a co-author?,https://service.elsevier.com/app/answers/detail/a_id/8603/supporthub/publishing/
173,How can I submit my research dataset along with an Elsevier article?,https://service.elsevier.com/app/answers/detail/a_id/14311/supporthub/publishing/
174,What are Crown Copyright and Open Government Licenses (OGL)?,https://service.elsevier.com/app/answers/detail/a_id/14807/supporthub/publishing/
175,How do Editors reject an EVISE submission and offer transfer to another journal (ATS)?,https://service.elsevier.com/app/answers/detail/a_id/27796/supporthub/publishing/
176,Video tutorial: How to edit tables in Proof Central,https://service.elsevier.com/app/answers/detail/a_id/29308/supporthub/publishing/
177,Why can't I see Open Access options on the Rights and Access form?,https://service.elsevier.com/app/answers/detail/a_id/12637/supporthub/publishing/
178,How do I respond to an invitation to review in EES?,https://service.elsevier.com/app/answers/detail/a_id/11030/supporthub/publishing/
179,How do I uninvite reviewers?,https://service.elsevier.com/app/answers/detail/a_id/5965/supporthub/publishing/
180,"How can I request a refund for Open Access, color figures or offprints?",https://service.elsevier.com/app/answers/detail/a_id/13569/supporthub/publishing/
181,In which languages can I submit my manuscript?,https://service.elsevier.com/app/answers/detail/a_id/5949/supporthub/publishing/
182,How can an editor manage user records in Editorial Manager and EES?,https://service.elsevier.com/app/answers/detail/a_id/28695/supporthub/publishing/
183,How can I see my assignment in EVISE?,https://service.elsevier.com/app/answers/detail/a_id/12605/supporthub/publishing/
184,Can I request a split invoice for two institutions when ordering Open Access?,https://service.elsevier.com/app/answers/detail/a_id/12656/supporthub/publishing/
185,What reports are available in EVISE?,https://service.elsevier.com/app/answers/detail/a_id/12121/supporthub/publishing/
186,How do I find out if my journal complies with the policies of my funding body?,https://service.elsevier.com/app/answers/detail/a_id/5948/supporthub/publishing/
187,Will I get recognition for completing a review?,https://service.elsevier.com/app/answers/detail/a_id/27907/supporthub/publishing/
188,When will my article be indexed in Scopus?,https://service.elsevier.com/app/answers/detail/a_id/6000/supporthub/publishing/
189,Can I make changes to my dataset after submitting or publication?,https://service.elsevier.com/app/answers/detail/a_id/14312/supporthub/publishing/
190,How do I perform a task on behalf of another user using the Support Role in EVISE?,https://service.elsevier.com/app/answers/detail/a_id/14795/supporthub/publishing/
191,How do I use the Editor Discussion Forum feature in Editorial Manager?,https://service.elsevier.com/app/answers/detail/a_id/29189/supporthub/publishing/
192,What can I do if line numbering displays incorrectly in my submission PDF?,https://service.elsevier.com/app/answers/detail/a_id/11998/supporthub/publishing/
193,What rights do I retain as a journal author?,https://service.elsevier.com/app/answers/detail/a_id/14290/supporthub/publishing/
194,How do I submit a proposal for a Special Issue?,https://service.elsevier.com/app/answers/detail/a_id/11963/supporthub/publishing/
195,How can I promote my article?,https://service.elsevier.com/app/answers/detail/a_id/5983/supporthub/publishing/
196,How do I solicit commentary to invite an author to respond to another submission?,https://service.elsevier.com/app/answers/detail/a_id/28525/supporthub/publishing/
197,How do I view an Author’s response to Reviewer comments on a revised submission in EVISE?,https://service.elsevier.com/app/answers/detail/a_id/11949/supporthub/publishing/
198,How can Editorial Manager help prevent Duplicate Submissions?,https://service.elsevier.com/app/answers/detail/a_id/28699/supporthub/publishing/
199,EVISE Reviewer Introduction,https://service.elsevier.com/app/answers/detail/a_id/16479/supporthub/publishing/
200,Will my Elsevier account grant me full access to services like Science Direct and Scopus?,https://service.elsevier.com/app/answers/detail/a_id/7161/supporthub/publishing/
201,How can I change my Editor decision in EES?,https://service.elsevier.com/app/answers/detail/a_id/5995/supporthub/publishing/
202,What should I do if I will be changing institution or email address?,https://service.elsevier.com/app/answers/detail/a_id/27661/supporthub/publishing/
203,Tutorial text: How to edit equations in Proof Central,https://service.elsevier.com/app/answers/detail/a_id/29307/supporthub/publishing/
204,What is the Reviewer Recognition Platform?,https://service.elsevier.com/app/answers/detail/a_id/28173/supporthub/publishing/
205,National Institute of Health US (NIH),https://service.elsevier.com/app/answers/detail/a_id/9538/supporthub/publishing/
206,Could you extend the due date of my review?,https://service.elsevier.com/app/answers/detail/a_id/5984/supporthub/publishing/
207,How do I link data to my submission in EVISE?,https://service.elsevier.com/app/answers/detail/a_id/15580/supporthub/publishing/
208,How can I access Scopus?,https://service.elsevier.com/app/answers/detail/a_id/6003/supporthub/publishing/
209,Will Elsevier Post my article to PubMed?,https://service.elsevier.com/app/answers/detail/a_id/10398/supporthub/publishing/
210,How do I review a submission for which I am the handling Editor in EVISE?,https://service.elsevier.com/app/answers/detail/a_id/12010/supporthub/publishing/
211,How can I assign a manuscript to another Editor in EES?,https://service.elsevier.com/app/answers/detail/a_id/6015/supporthub/publishing/
212,How do Editors edit a submission in EVISE?,https://service.elsevier.com/app/answers/detail/a_id/11428/supporthub/publishing/
213,How does an Editor Initiate Rebuttal to reopen a submission?,https://service.elsevier.com/app/answers/detail/a_id/28464/supporthub/publishing/
214,How do I invite authors to submit in Editorial Manager and EES?,https://service.elsevier.com/app/answers/detail/a_id/28526/supporthub/publishing/
215,Why is my view limited on the ‘Manuscript Overview’ page?,https://service.elsevier.com/app/answers/detail/a_id/10265/supporthub/publishing/
216,Am I eligible for the VSNU funding?,https://service.elsevier.com/app/answers/detail/a_id/13548/supporthub/publishing/
217,How do I include a video with my submission?,https://service.elsevier.com/app/answers/detail/a_id/13561/supporthub/publishing/
218,What roles are there in EVISE?,https://service.elsevier.com/app/answers/detail/a_id/11982/supporthub/publishing/
219,How do I participate in a discussion forum to which I was invited?,https://service.elsevier.com/app/answers/detail/a_id/29190/supporthub/publishing/
220,How do Editors edit a submission in Editorial Manager?,https://service.elsevier.com/app/answers/detail/a_id/28530/supporthub/publishing/
221,What can be customized for my journals in EVISE?,https://service.elsevier.com/app/answers/detail/a_id/14455/supporthub/publishing/
222,How can an Editor manage groups of linked submissions?,https://service.elsevier.com/app/answers/detail/a_id/28705/supporthub/publishing/
223,How does an Editor change a Decision in Editorial Manager?,https://service.elsevier.com/app/answers/detail/a_id/28459/supporthub/publishing/
224,What are the benefits of submitting research data with an article?,https://service.elsevier.com/app/answers/detail/a_id/14313/supporthub/publishing/
225,How do I invite Reviewers to review a revised submission in EVISE?,https://service.elsevier.com/app/answers/detail/a_id/11953/supporthub/publishing/
226,Video tutorial: How to edit equations in Proof Central,https://service.elsevier.com/app/answers/detail/a_id/29309/supporthub/publishing/
227,How do I use the new Editor to do List in EVISE?,https://service.elsevier.com/app/answers/detail/a_id/25760/supporthub/publishing/
228,How does an Editor invite a submission from an Author in EVISE?,https://service.elsevier.com/app/answers/detail/a_id/11971/supporthub/publishing/
229,How can I view past correspondence?,https://service.elsevier.com/app/answers/detail/a_id/29220/supporthub/publishing/
230,What Special Issue workflows are supported in EVISE?,https://service.elsevier.com/app/answers/detail/a_id/11987/supporthub/publishing/
231,How do I handle copy-editing assignments in EVISE?,https://service.elsevier.com/app/answers/detail/a_id/26720/supporthub/publishing/
232,How can I indicate funding I received if I want to publish gold open access?,https://service.elsevier.com/app/answers/detail/a_id/5999/supporthub/publishing/
233,How can users select or change Taxonomy topics in their EVISE profile?,https://service.elsevier.com/app/answers/detail/a_id/11933/supporthub/publishing/
234,Can I use Mol files and InChI keys in my submission?,https://service.elsevier.com/app/answers/detail/a_id/9944/supporthub/publishing/
235,What can I do if am having problems in signing in to Article Publication Services?,https://service.elsevier.com/app/answers/detail/a_id/27752/supporthub/publishing/
236,How do I assign or reassign a paper to another Editor in EVISE?,https://service.elsevier.com/app/answers/detail/a_id/11956/supporthub/publishing/
237,What is the Guest Editor role for Special Issues?,https://service.elsevier.com/app/answers/detail/a_id/11980/supporthub/publishing/
238,What does the role of a reviewer involve?,https://service.elsevier.com/app/answers/detail/a_id/27908/supporthub/publishing/
239,When will my dataset be made available online?,https://service.elsevier.com/app/answers/detail/a_id/14315/supporthub/publishing/
240,What is the Artwork Quality Check (AQC)?,https://service.elsevier.com/app/answers/detail/a_id/29224/supporthub/publishing/
241,How do I customize the column display in EVISE?,https://service.elsevier.com/app/answers/detail/a_id/14291/supporthub/publishing/
242,How can I change my Scopus user account?,https://service.elsevier.com/app/answers/detail/a_id/6181/supporthub/publishing/
243,How do I extend the due date of my review in EVISE?,https://service.elsevier.com/app/answers/detail/a_id/18065/supporthub/publishing/
244,Which license should I select when posting my research data?,https://service.elsevier.com/app/answers/detail/a_id/14316/supporthub/publishing/
245,Where can I get advice on composing and structuring my review?,https://service.elsevier.com/app/answers/detail/a_id/27906/supporthub/publishing/
246,Why does Editorial Manager require me to reset my password for the Elsevier Account?,https://service.elsevier.com/app/answers/detail/a_id/29510/supporthub/publishing/
247,How do I change the number of reviews required for a submission in EVISE?,https://service.elsevier.com/app/answers/detail/a_id/5408/supporthub/publishing/
